#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Output number: 2, Rank-650: (1) 2 | (2) 1576 | (3)0.126904/100 | (4) 33, 33 | (5) 6.90185 | (6) 161.426 | (7) 0.000184042 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (201130, 105318) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.5868 | (25) (0.41558, 116-84) | (26) 10081
Output number: 2, Rank-93: (1) 37 | (2) 2318 | (3)1.5962/100 | (4) 53, 53 | (5) 28.8398 | (6) 158.728 | (7) 0.000110905 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 51.9444/100 | (15) 0 | (17) (53, 53) | (18) X | (19) (229364, 135132) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 508.636 | (25) (33.4829, 88-50) | (26) 1
Output number: 2, Rank-282: (1) 33 | (2) 2252 | (3)1.46536/100 | (4) 11, 11 | (5) 306.44 | (6) 24.2758 | (7) 0.000174972 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 91.6667/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (92341, 41197) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 387.451 | (25) (35.4882, 6-8) | (26) 1
Output number: 2, Rank-341: (1) 2 | (2) 954 | (3)0.209644/100 | (4) 14, 14 | (5) 297.526 | (6) 28.2229 | (7) 0.000209604 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 90.2778/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (90739, 42948) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 459.1 | (25) (33.1279, 6-141) | (26) 1
Output number: 2, Rank-203: (1) 73 | (2) 2326 | (3)3.13844/100 | (4) 22, 22 | (5) 227.255 | (6) 59.5838 | (7) 0.000115868 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 79.4444/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (249081, 90116) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 547.389 | (25) (33.4576, 50-60) | (26) 1
Output number: 2, Rank-522: (1) 50 | (2) 3315 | (3)1.5083/100 | (4) 73, 73 | (5) 25.8661 | (6) 152.179 | (7) 0.00017706 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 49.4444/100 | (15) 0 | (17) (73, 73) | (18) X | (19) (268248, 172405) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 433.558 | (25) (34.781, 130-125) | (26) 1
Output number: 2, Rank-112: (1) 21 | (2) 2283 | (3)0.919842/100 | (4) 15, 15 | (5) 332.896 | (6) 11.5008 | (7) 7.0843e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 95.5556/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (97387, 47722) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 513.223 | (25) (35.0253, 78-66) | (26) 1
Output number: 2, Rank-375: (1) 48 | (2) 2269 | (3)2.11547/100 | (4) 14, 14 | (5) 193.52 | (6) 77.0646 | (7) 0.000138525 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 75/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (221052, 86389) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 456.041 | (25) (32.888, 12-131) | (26) 2390
Output number: 2, Rank-535: (1) 34 | (2) 2560 | (3)1.32812/100 | (4) 44, 44 | (5) 154.575 | (6) 94.3062 | (7) 0.000119671 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 68.8889/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (272822, 170959) | (20) 1 | (21) 0 | (22) 0 | (23) 22 | (24) 570.546 | (25) (33.3586, 143-125) | (26) 1
Output number: 2, Rank-245: (1) 1 | (2) 1949 | (3)0.0513084/100 | (4) 32, 32 | (5) 6.49264 | (6) 166.015 | (7) 0.000158844 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (196235, 101010) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.267 | (25) (0.37868, 7-52) | (26) 66978
Output number: 2, Rank-275: (1) 14 | (2) 1257 | (3)1.11376/100 | (4) 13, 13 | (5) 312.271 | (6) 21.3013 | (7) 0.000149674 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 92.5/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (94399, 42883) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 431.59 | (25) (34.7311, 5-0) | (26) 1
Output number: 2, Rank-457: (1) 57 | (2) 2194 | (3)2.59799/100 | (4) 16, 16 | (5) 245.501 | (6) 51.0825 | (7) 0.000152313 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 82.2222/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (152049, 50427) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 518.744 | (25) (32.5799, 65-87) | (26) 1
Output number: 2, Rank-444: (1) 55 | (2) 2168 | (3)2.5369/100 | (4) 17, 17 | (5) 290.697 | (6) 31.0386 | (7) 0.000165939 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 89.1667/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (150751, 48134) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 567.133 | (25) (34.0002, 66-88) | (26) 1
Output number: 2, Rank-335: (1) 1 | (2) 3040 | (3)0.0328947/100 | (4) 31, 31 | (5) 6.5052 | (6) 165.335 | (7) 0.000125913 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (191498, 99734) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.887 | (25) (0.43491, 68-19) | (26) 18317
Output number: 2, Rank-498: (1) 96 | (2) 2902 | (3)3.30806/100 | (4) 79, 79 | (5) 67.2924 | (6) 130.179 | (7) 0.000176964 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 54.7222/100 | (15) 0 | (17) (79, 79) | (18) X | (19) (348280, 252706) | (20) 1 | (21) 0 | (22) 0 | (23) 21 | (24) 517.202 | (25) (33.3012, 55-91) | (26) 1
Output number: 2, Rank-622: (1) 99 | (2) 2741 | (3)3.61182/100 | (4) 43, 43 | (5) 123.659 | (6) 108.881 | (7) 0.000235057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 64.4444/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (336327, 227509) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 564.681 | (25) (33.2533, 86-95) | (26) 1
Output number: 2, Rank-575: (1) 0 | (2) 3060 | (3)0/100 | (4) 30, 30 | (5) 5.93699 | (6) 159.682 | (7) 0.000148926 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.8333/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (189394, 96865) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.89812 | (25) (0.38105, 80-139) | (26) 21393
Output number: 2, Rank-589: (1) 45 | (2) 1633 | (3)2.75566/100 | (4) 17, 17 | (5) 326.825 | (6) 14.0689 | (7) 0.000225654 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 94.4444/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (120166, 52238) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 555.28 | (25) (33.0553, 85-82) | (26) 1
Output number: 2, Rank-78: (1) 1 | (2) 1159 | (3)0.0862813/100 | (4) 32, 32 | (5) 6.6151 | (6) 162.533 | (7) 0.000123771 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (198458, 103754) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.87789 | (25) (0.36883, 96-21) | (26) 4261
Output number: 2, Rank-147: (1) 1 | (2) 784 | (3)0.127551/100 | (4) 31, 31 | (5) 6.79882 | (6) 165.349 | (7) 0.00020919 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (192804, 100316) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 8.9714 | (25) (0.33811, 127-46) | (26) 129472
Output number: 2, Rank-35: (1) 62 | (2) 2776 | (3)2.23343/100 | (4) 24, 24 | (5) 194.67 | (6) 76.9978 | (7) 0.000160747 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 75.2778/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (235078, 105135) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 500.588 | (25) (34.9284, 129-5) | (26) 1
Output number: 2, Rank-184: (1) 91 | (2) 3015 | (3)3.01824/100 | (4) 15, 15 | (5) 169.881 | (6) 86.8765 | (7) 0.000140973 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 71.1111/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (221727, 85462) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 497.823 | (25) (36.1957, 71-51) | (26) 1
Output number: 2, Rank-402: (1) 1 | (2) 2921 | (3)0.0342349/100 | (4) 32, 32 | (5) 6.59068 | (6) 160.681 | (7) 0.000183924 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (196560, 101926) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.601 | (25) (0.4159, 52-107) | (26) 16483
Output number: 2, Rank-652: (1) 36 | (2) 2447 | (3)1.47119/100 | (4) 67, 67 | (5) 7.64716 | (6) 161.361 | (7) 0.00016481 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (67, 67) | (18) X | (19) (210769, 115607) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 24.1258 | (25) (0.47319, 125-106) | (26) 40840
Output number: 2, Rank-108: (1) 30 | (2) 2271 | (3)1.321/100 | (4) 15, 15 | (5) 318.353 | (6) 18.0208 | (7) 0.000121541 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 93.3333/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (108316, 48134) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 494.921 | (25) (33.609, 78-56) | (26) 1
Output number: 2, Rank-301: (1) 88 | (2) 2567 | (3)3.42813/100 | (4) 91, 91 | (5) 35.6219 | (6) 151.531 | (7) 0.000195434 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 51.9444/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (305642, 211482) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 519.545 | (25) (33.0911, 63-48) | (26) 1
Output number: 2, Rank-342: (1) 9 | (2) 1048 | (3)0.858779/100 | (4) 14, 14 | (5) 300.561 | (6) 25.6135 | (7) 0.000149651 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 90.5556/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (90520, 43296) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 466.987 | (25) (33.8357, 5-138) | (26) 1
Output number: 2, Rank-199: (1) 54 | (2) 2187 | (3)2.46914/100 | (4) 15, 15 | (5) 307.36 | (6) 22.963 | (7) 0.00013841 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 91.6667/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (127069, 48683) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 492.599 | (25) (33.3026, 57-70) | (26) 1
Output number: 2, Rank-526: (1) 24 | (2) 2304 | (3)1.04167/100 | (4) 16, 16 | (5) 319.388 | (6) 17.1278 | (7) 0.000225519 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 93.3333/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (97852, 49153) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 522.563 | (25) (32.7797, 137-139) | (26) 1
Output number: 2, Rank-117: (1) 31 | (2) 2135 | (3)1.45199/100 | (4) 14, 14 | (5) 308.584 | (6) 22.3381 | (7) 0.000106676 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 91.6667/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (131166, 44960) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 491.9 | (25) (35.4045, 82-63) | (26) 1
Output number: 2, Rank-364: (1) 94 | (2) 2511 | (3)3.74353/100 | (4) 13, 13 | (5) 232.783 | (6) 59.3072 | (7) 0.000173057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 81.1111/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (171203, 55795) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 427.388 | (25) (33.5562, 2-126) | (26) 1
Output number: 2, Rank-539: (1) 37 | (2) 2701 | (3)1.36986/100 | (4) 16, 16 | (5) 265.644 | (6) 41.6672 | (7) 0.000139965 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 85.2778/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (169859, 48113) | (20) 1 | (21) 1 | (22) 0 | (23) 1 | (24) 529.474 | (25) (33.3822, 140-124) | (26) 1
Output number: 2, Rank-246: (1) 1 | (2) 2084 | (3)0.0479846/100 | (4) 32, 32 | (5) 6.74781 | (6) 163.097 | (7) 0.000175366 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (200964, 104192) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.0865 | (25) (0.38346, 15-44) | (26) 65963
Output number: 2, Rank-277: (1) 13 | (2) 2370 | (3)0.548523/100 | (4) 14, 14 | (5) 308.212 | (6) 23.3635 | (7) 0.000155205 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 91.9444/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (93018, 42894) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 464.075 | (25) (33.3852, 3-2) | (26) 1
Output number: 2, Rank-448: (1) 97 | (2) 2709 | (3)3.58066/100 | (4) 18, 18 | (5) 178.235 | (6) 82.7632 | (7) 0.000141563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 72.2222/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (255371, 103300) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 572.522 | (25) (39.2129, 68-94) | (26) 1
Output number: 2, Rank-425: (1) 61 | (2) 2386 | (3)2.55658/100 | (4) 16, 16 | (5) 247.474 | (6) 54.1152 | (7) 0.000223062 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 83.6111/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (162168, 51377) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 528.269 | (25) (33.3281, 57-73) | (26) 1
Output number: 2, Rank-310: (1) 9 | (2) 2570 | (3)0.350195/100 | (4) 38, 38 | (5) 6.88932 | (6) 162.318 | (7) 0.000172476 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (200757, 104781) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 13.337 | (25) (0.4009, 36-18) | (26) 47978
Output number: 2, Rank-477: (1) 1 | (2) 1505 | (3)0.0664452/100 | (4) 31, 31 | (5) 6.76988 | (6) 159.928 | (7) 9.642e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (193681, 100745) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.8194 | (25) (0.41659, 10-85) | (26) 23
Output number: 2, Rank-625: (1) 49 | (2) 2398 | (3)2.04337/100 | (4) 17, 17 | (5) 246.103 | (6) 51.5029 | (7) 0.000196722 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 82.5/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (150698, 49971) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 560.065 | (25) (33.5, 76-85) | (26) 1
Output number: 2, Rank-576: (1) 0 | (2) 1450 | (3)0/100 | (4) 31, 31 | (5) 6.52473 | (6) 161.815 | (7) 0.000155932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195266, 100059) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.5882 | (25) (0.3716, 75-134) | (26) 21366
Output number: 2, Rank-600: (1) 55 | (2) 2589 | (3)2.12437/100 | (4) 52, 52 | (5) 98.4733 | (6) 117.763 | (7) 0.000123973 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 60/100 | (15) 0 | (17) (52, 52) | (18) X | (19) (281168, 180834) | (20) 1 | (21) 0 | (22) 0 | (23) 34 | (24) 574.28 | (25) (33.5421, 89-91) | (26) 1
Output number: 2, Rank-79: (1) 2 | (2) 1377 | (3)0.145243/100 | (4) 31, 31 | (5) 6.5202 | (6) 166.009 | (7) 0.000168702 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (192181, 100465) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.85728 | (25) (0.39058, 88-26) | (26) 19331
Output number: 2, Rank-148: (1) 0 | (2) 3213 | (3)0/100 | (4) 31, 31 | (5) 6.68663 | (6) 162.569 | (7) 0.000103652 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195385, 100335) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7.94713 | (25) (0.34001, 126-41) | (26) 126570
Output number: 2, Rank-37: (1) 48 | (2) 2034 | (3)2.35988/100 | (4) 16, 16 | (5) 307.684 | (6) 22.9014 | (7) 9.1851e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 91.6667/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (145907, 47685) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 527.592 | (25) (33.9991, 132-0) | (26) 1
Output number: 2, Rank-186: (1) 70 | (2) 2612 | (3)2.67994/100 | (4) 27, 27 | (5) 128.473 | (6) 109.794 | (7) 0.000153988 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 66.1111/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (241424, 137551) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 533.635 | (25) (33.0607, 60-51) | (26) 1
Output number: 2, Rank-403: (1) 1 | (2) 1857 | (3)0.0538503/100 | (4) 31, 31 | (5) 6.3976 | (6) 160.74 | (7) 0.000188364 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (193783, 99060) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.2782 | (25) (0.36978, 46-112) | (26) 17125
Output number: 2, Rank-653: (1) 0 | (2) 3447 | (3)0/100 | (4) 30, 30 | (5) 6.38267 | (6) 165.066 | (7) 0.000166368 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (188230, 96540) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.5666 | (25) (0.40774, 120-92) | (26) 71090
Output number: 2, Rank-91: (1) 61 | (2) 2800 | (3)2.17857/100 | (4) 37, 37 | (5) 81.0955 | (6) 129.822 | (7) 0.000120681 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 58.3333/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (236119, 144866) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 510.165 | (25) (33.8395, 92-61) | (26) 1
Output number: 2, Rank-289: (1) 67 | (2) 2464 | (3)2.71916/100 | (4) 21, 21 | (5) 204.291 | (6) 72.3106 | (7) 0.000150526 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 76.6667/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (235902, 92231) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 496.518 | (25) (33.6522, 21-11) | (26) 1
Output number: 2, Rank-338: (1) 36 | (2) 2824 | (3)1.27479/100 | (4) 13, 13 | (5) 277.25 | (6) 38.3201 | (7) 0.000164228 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 87.5/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (102865, 41009) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 446.359 | (25) (34.7573, 3-138) | (26) 1
Output number: 2, Rank-209: (1) 83 | (2) 2375 | (3)3.49474/100 | (4) 15, 15 | (5) 220.781 | (6) 63.033 | (7) 0.000105334 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 78.6111/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (181782, 51592) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 493.64 | (25) (33.6244, 52-67) | (26) 1
Output number: 2, Rank-531: (1) 39 | (2) 2625 | (3)1.48571/100 | (4) 15, 15 | (5) 306.922 | (6) 23.075 | (7) 0.000105932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 91.3889/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (126729, 46577) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 510.127 | (25) (34.3936, 139-139) | (26) 1
Output number: 2, Rank-121: (1) 49 | (2) 2437 | (3)2.01067/100 | (4) 52, 52 | (5) 52.2289 | (6) 143.781 | (7) 0.000211353 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 54.4444/100 | (15) 0 | (17) (52, 52) | (18) X | (19) (237387, 146007) | (20) 1 | (21) 0 | (22) 0 | (23) 9 | (24) 489.398 | (25) (36.1696, 94-58) | (26) 1
Output number: 2, Rank-376: (1) 39 | (2) 2708 | (3)1.44018/100 | (4) 43, 43 | (5) 73.1676 | (6) 134.132 | (7) 0.000163446 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 57.5/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (236128, 139886) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 438.681 | (25) (33.4525, 14-131) | (26) 1
Output number: 2, Rank-532: (1) 31 | (2) 2534 | (3)1.22336/100 | (4) 16, 16 | (5) 308.154 | (6) 23.4792 | (7) 0.000148299 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 91.9444/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (98831, 48430) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 525.748 | (25) (33.294, 134-133) | (26) 1
Output number: 2, Rank-247: (1) 22 | (2) 3359 | (3)0.654957/100 | (4) 53, 53 | (5) 8.34161 | (6) 161.271 | (7) 0.000113731 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (53, 53) | (18) X | (19) (235358, 138211) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 20.5705 | (25) (1.71445, 13-25) | (26) 732
Output number: 2, Rank-258: (1) 44 | (2) 2719 | (3)1.61824/100 | (4) 25, 25 | (5) 131.174 | (6) 101.382 | (7) 0.000230932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 64.4444/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (268848, 141540) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 500.333 | (25) (35.9691, 2-24) | (26) 1
Output number: 2, Rank-453: (1) 49 | (2) 2416 | (3)2.02815/100 | (4) 16, 16 | (5) 286.209 | (6) 32.4042 | (7) 8.2758e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 88.3333/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (120912, 48399) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 526.542 | (25) (33.5883, 61-81) | (26) 1
Output number: 2, Rank-426: (1) 80 | (2) 2668 | (3)2.9985/100 | (4) 15, 15 | (5) 248.665 | (6) 49.8361 | (7) 0.000215839 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 82.7778/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (159921, 48599) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 493.729 | (25) (33.1488, 52-83) | (26) 1
