#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-8-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00346668 seconds
Distributing the actor graph took: 39.6762 seconds
Added actors in: 0.250484 seconds.
Initialized connections of actors in: 0.0454677 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 27 | (2) 1005 | (3)2.68657/100 | (4) 43, 43 | (5) 150.511 | (6) 12.6881 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 90.5556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (62980, 62980) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1396.84 | (25) (33.575, 67-70) | (26) 13
Output number: 6, Rank-121: (1) 59 | (2) 10513 | (3)0.56121/100 | (4) 152, 152 | (5) 44.6663 | (6) 420.868 | (7) 0.000177683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 43.0556/100 | (15) 0 | (17) (152, 152) | (18) X | (19) (728011, 154132) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 959.442 | (25) (33.2021, 23-138) | (26) 1
Output number: 6, Rank-162: (1) 82 | (2) 6703 | (3)1.22333/100 | (4) 107, 107 | (5) 595.772 | (6) 189.07 | (7) 0.000114623 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 72.5926/100 | (15) 0 | (17) (107, 107) | (18) X | (19) (818548, 129685) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 1312.51 | (25) (33.2025, 66-90) | (26) 1
Output number: 6, Rank-55: (1) 171 | (2) 6134 | (3)2.78774/100 | (4) 39, 39 | (5) 528.727 | (6) 219.087 | (7) 0.00011515 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 69.1667/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (558298, 47104) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1278.84 | (25) (33.2934, 73-55) | (26) 1
Output number: 6, Rank-155: (1) 93 | (2) 3900 | (3)2.38462/100 | (4) 42, 42 | (5) 990.657 | (6) 35.0263 | (7) 0.000151868 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 94.9074/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (301827, 48526) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1380.47 | (25) (33.397, 66-85) | (26) 1
Output number: 6, Rank-33: (1) 64 | (2) 2698 | (3)2.37213/100 | (4) 32, 32 | (5) 833.938 | (6) 106.551 | (7) 0.000158619 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 87.037/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (380273, 36439) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1040.33 | (25) (33.3082, 8-7) | (26) 1
Output number: 6, Rank-198: (1) 67 | (2) 1748 | (3)3.83295/100 | (4) 43, 43 | (5) 894.951 | (6) 72.3523 | (7) 0.000295229 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 89.537/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (626968, 49235) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1312.24 | (25) (33.2859, 122-138) | (26) 1
Output number: 6, Rank-184: (1) 15 | (2) 7240 | (3)0.207182/100 | (4) 83, 83 | (5) 490.496 | (6) 239.213 | (7) 0.000139663 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 67.5/100 | (15) 0 | (17) (83, 83) | (18) X | (19) (659842, 107298) | (20) 1 | (21) 0 | (22) 0 | (23) 20 | (24) 1501.63 | (25) (33.4693, 95-89) | (26) 1
Output number: 6, Rank-66: (1) 167 | (2) 4872 | (3)3.42775/100 | (4) 245, 245 | (5) 101.235 | (6) 400.008 | (7) 0.000190456 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 46.3889/100 | (15) 0 | (17) (245, 245) | (18) X | (19) (867807, 277356) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1265.79 | (25) (34.6061, 82-47) | (26) 1
Output number: 6, Rank-95: (1) 153 | (2) 8326 | (3)1.83762/100 | (4) 139, 139 | (5) 307.411 | (6) 308.23 | (7) 0.000156846 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 56.9444/100 | (15) 0 | (17) (139, 139) | (18) X | (19) (971195, 189562) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1347.55 | (25) (33.8063, 67-58) | (26) 1
Output number: 6, Rank-119: (1) 83 | (2) 4199 | (3)1.97666/100 | (4) 80, 80 | (5) 734.966 | (6) 129.987 | (7) 0.00029543 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 80/100 | (15) 0 | (17) (80, 80) | (18) X | (19) (816134, 111514) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1233.5 | (25) (33.7776, 16-135) | (26) 1
Output number: 6, Rank-200: (1) 35 | (2) 3065 | (3)1.14192/100 | (4) 40, 40 | (5) 905.938 | (6) 73.5174 | (7) 0.000265489 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 90.6481/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (293680, 44501) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1322.25 | (25) (34.1205, 130-141) | (26) 1
Output number: 6, Rank-186: (1) 43 | (2) 5138 | (3)0.836902/100 | (4) 44, 44 | (5) 674.034 | (6) 163.205 | (7) 9.8836e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 77.5/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (490868, 51737) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1442.86 | (25) (33.4784, 78-90) | (26) 1
Output number: 6, Rank-57: (1) 134 | (2) 10290 | (3)1.30224/100 | (4) 221, 221 | (5) 47.0691 | (6) 405.18 | (7) 0.000103657 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 41.8519/100 | (15) 0 | (17) (221, 221) | (18) X | (19) (841692, 225769) | (20) 1 | (21) 0 | (22) 0 | (23) 10 | (24) 965.443 | (25) (33.8483, 123-4) | (26) 1
Output number: 6, Rank-96: (1) 132 | (2) 6336 | (3)2.08333/100 | (4) 39, 39 | (5) 546.234 | (6) 221.495 | (7) 0.000271389 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 71.0185/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (571466, 53040) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 1245.85 | (25) (33.9048, 82-53) | (26) 1
Output number: 6, Rank-116: (1) 88 | (2) 6850 | (3)1.28467/100 | (4) 92, 92 | (5) 487.309 | (6) 230.397 | (7) 0.000297932 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 66.3889/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (827130, 121431) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1210.35 | (25) (33.7698, 14-128) | (26) 1
Output number: 6, Rank-160: (1) 86 | (2) 5505 | (3)1.56222/100 | (4) 44, 44 | (5) 585.514 | (6) 194.821 | (7) 0.000139602 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 72.2222/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (617559, 63122) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1314.44 | (25) (33.3843, 60-85) | (26) 1
Output number: 6, Rank-39: (1) 76 | (2) 5574 | (3)1.36347/100 | (4) 75, 75 | (5) 366.976 | (6) 282.933 | (7) 0.000284224 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 60.0926/100 | (15) 0 | (17) (75, 75) | (18) X | (19) (806203, 96287) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1000.89 | (25) (33.3444, 1-21) | (26) 1
Output number: 6, Rank-207: (1) 91 | (2) 7330 | (3)1.24147/100 | (4) 48, 48 | (5) 548.251 | (6) 209.133 | (7) 0.000166347 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 70.0926/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (604883, 54640) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1284.16 | (25) (33.5278, 138-138) | (26) 1
Output number: 6, Rank-193: (1) 43 | (2) 2245 | (3)1.91537/100 | (4) 39, 39 | (5) 978.975 | (6) 41.6372 | (7) 0.000264793 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 94.4444/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (298326, 46768) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1283.45 | (25) (33.717, 65-75) | (26) 1
Output number: 6, Rank-70: (1) 84 | (2) 6534 | (3)1.28558/100 | (4) 80, 80 | (5) 528.235 | (6) 220.091 | (7) 0.000147828 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 69.2593/100 | (15) 0 | (17) (80, 80) | (18) X | (19) (755830, 109674) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 1244.97 | (25) (33.677, 129-10) | (26) 1
Output number: 6, Rank-93: (1) 67 | (2) 3051 | (3)2.196/100 | (4) 42, 42 | (5) 989.028 | (6) 35.8159 | (7) 0.000156617 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 94.8148/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (303011, 49798) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1395.28 | (25) (33.8727, 91-69) | (26) 1
Output number: 6, Rank-135: (1) 127 | (2) 9583 | (3)1.32526/100 | (4) 203, 203 | (5) 117.85 | (6) 369.003 | (7) 0.000189607 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 45/100 | (15) 0 | (17) (203, 203) | (18) X | (19) (849865, 224269) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 1243.57 | (25) (33.4985, 54-82) | (26) 1
Output number: 6, Rank-154: (1) 109 | (2) 5259 | (3)2.07264/100 | (4) 37, 37 | (5) 659.295 | (6) 165.519 | (7) 0.000114793 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 76.2963/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (619632, 44530) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1259.75 | (25) (34.4435, 54-91) | (26) 1
Output number: 6, Rank-44: (1) 76 | (2) 8365 | (3)0.908548/100 | (4) 170, 170 | (5) 55.0918 | (6) 411.893 | (7) 0.000183161 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 43.1481/100 | (15) 0 | (17) (170, 170) | (18) X | (19) (824447, 201847) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 413.63 | (25) (33.5671, 22-5) | (26) 1
Output number: 6, Rank-197: (1) 80 | (2) 6862 | (3)1.16584/100 | (4) 112, 112 | (5) 388.808 | (6) 272.907 | (7) 0.000169319 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 61.2037/100 | (15) 0 | (17) (112, 112) | (18) X | (19) (876079, 144548) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1359.53 | (25) (34.2948, 126-129) | (26) 1
Output number: 6, Rank-187: (1) 52 | (2) 1842 | (3)2.82302/100 | (4) 42, 42 | (5) 1012.78 | (6) 24.9905 | (7) 0.000200237 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 96.0185/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (401631, 49468) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1378.49 | (25) (33.3435, 73-86) | (26) 1
Output number: 6, Rank-72: (1) 104 | (2) 7428 | (3)1.40011/100 | (4) 79, 79 | (5) 477.947 | (6) 248.191 | (7) 0.00016418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080.01 | (14) 67.2222/100 | (15) 0 | (17) (79, 79) | (18) X | (19) (679043, 100931) | (20) 1 | (21) 0 | (22) 0 | (23) 11 | (24) 1362.48 | (25) (33.5876, 136-11) | (26) 1
Output number: 6, Rank-87: (1) 72 | (2) 6885 | (3)1.04575/100 | (4) 71, 71 | (5) 560.912 | (6) 201.933 | (7) 0.000131752 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 70.5556/100 | (15) 0 | (17) (71, 71) | (18) X | (19) (752513, 99563) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1262.68 | (25) (33.4845, 94-57) | (26) 1
Output number: 6, Rank-125: (1) 27 | (2) 2192 | (3)1.23175/100 | (4) 41, 41 | (5) 931.14 | (6) 60.3963 | (7) 0.000295401 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 91.7593/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (319693, 48052) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 1333.24 | (25) (32.8734, 2-127) | (26) 1
Output number: 6, Rank-158: (1) 138 | (2) 7695 | (3)1.79337/100 | (4) 105, 105 | (5) 402.077 | (6) 264.331 | (7) 0.000163972 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 61.6667/100 | (15) 0 | (17) (105, 105) | (18) X | (19) (850266, 134084) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 1297.08 | (25) (34.0556, 52-93) | (26) 1
Output number: 6, Rank-32: (1) 89 | (2) 6344 | (3)1.4029/100 | (4) 91, 91 | (5) 463.712 | (6) 244.72 | (7) 0.000164469 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 65.5556/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (784003, 112764) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1069.56 | (25) (33.6314, 16-11) | (26) 1
Output number: 6, Rank-202: (1) 38 | (2) 2045 | (3)1.85819/100 | (4) 37, 37 | (5) 912.129 | (6) 70.8959 | (7) 0.00019469 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 91.0185/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (340215, 43473) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1215.13 | (25) (35.6658, 142-128) | (26) 1
Output number: 6, Rank-188: (1) 39 | (2) 1016 | (3)3.83858/100 | (4) 44, 44 | (5) 1024.66 | (6) 19.9673 | (7) 0.000130343 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 96.6667/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (354542, 51836) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1454.29 | (25) (39.2345, 73-87) | (26) 1
Output number: 6, Rank-117: (1) 90 | (2) 6247 | (3)1.44069/100 | (4) 47, 47 | (5) 485.227 | (6) 236.059 | (7) 0.000264153 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 66.7593/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (626304, 57475) | (20) 1 | (21) 0 | (22) 0 | (23) 16 | (24) 1345.92 | (25) (34.4835, 4-128) | (26) 1
Output number: 6, Rank-159: (1) 34 | (2) 3197 | (3)1.0635/100 | (4) 38, 38 | (5) 914.08 | (6) 62.8189 | (7) 0.000143743 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 90.3704/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (419286, 45640) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1337.3 | (25) (35.8286, 65-92) | (26) 1
Output number: 6, Rank-215: (1) 123 | (2) 5753 | (3)2.13801/100 | (4) 177, 177 | (5) 343.067 | (6) 292.832 | (7) 0.000175443 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080 | (14) 58.7963/100 | (15) 0 | (17) (177, 177) | (18) X | (19) (939816, 218942) | (20) 1 | (21) 0 | (22) 0 | (23) 13 | (24) 1331.6 | (25) (33.1173, 128-130) | (26) 1
Output number: 6, Rank-112: (1) 109 | (2) 10442 | (3)1.04386/100 | (4) 191, 191 | (5) 122.861 | (6) 385.015 | (7) 0.000284945 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1080.01 | (14) 46.9444/100 | (15) 0 | (17) (191, 191) | (18) X | (19) (842049, 217408) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1136.92 | (25) (33.3111, 16-131) | (26) 1
Output number: 7, Rank-10: (1) 0 | (2) 3279 | (3)0/100 | (4) 92, 92 | (5) 26.3254 | (6) 527.206 | (7) 0.000205812 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.8889/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (737822, 106420) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.7888 | (25) (0.41726, 6-72) | (26) 20028
Output number: 7, Rank-3: (1) 48 | (2) 7215 | (3)0.665281/100 | (4) 140, 140 | (5) 31.1685 | (6) 512.353 | (7) 0.000145409 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0952/100 | (15) 0 | (17) (140, 140) | (18) X | (19) (836810, 150113) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 52.5899 | (25) (0.50723, 16-56) | (26) 16353
Output number: 7, Rank-11: (1) 2 | (2) 1168 | (3)0.171233/100 | (4) 94, 94 | (5) 27.0735 | (6) 514.265 | (7) 0.000227099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.9365/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (741445, 108783) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.4002 | (25) (0.41698, 1-60) | (26) 17861
Output number: 7, Rank-1: (1) 98 | (2) 9287 | (3)1.05524/100 | (4) 189, 189 | (5) 38.5369 | (6) 495.904 | (7) 0.000291538 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.381/100 | (15) 0 | (17) (189, 189) | (18) X | (19) (967973, 187715) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 68.3758 | (25) (0.43746, 15-30) | (26) 14487
Output number: 7, Rank-6: (1) 8 | (2) 6866 | (3)0.116516/100 | (4) 101, 101 | (5) 27.4995 | (6) 509.829 | (7) 0.000158713 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.619/100 | (15) 0 | (17) (101, 101) | (18) X | (19) (767954, 115327) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.2148 | (25) (0.48762, 12-60) | (26) 18211
Output number: 7, Rank-13: (1) 6 | (2) 7969 | (3)0.0752918/100 | (4) 98, 98 | (5) 26.918 | (6) 504.183 | (7) 0.000184012 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.1429/100 | (15) 0 | (17) (98, 98) | (18) X | (19) (750204, 110008) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.0212 | (25) (0.43536, 19-67) | (26) 1051
Output number: 7, Rank-8: (1) 119 | (2) 9069 | (3)1.31216/100 | (4) 120, 120 | (5) 382.956 | (6) 350.728 | (7) 0.000164086 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 58.1746/100 | (15) 0 | (17) (120, 120) | (18) X | (19) (1005767, 150227) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1285.76 | (25) (33.718, 49-71) | (26) 1082
Output number: 7, Rank-2: (1) 66 | (2) 7294 | (3)0.904853/100 | (4) 158, 158 | (5) 28.5058 | (6) 513.1 | (7) 0.000215617 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.9365/100 | (15) 0 | (17) (158, 158) | (18) X | (19) (788266, 135646) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 57.6036 | (25) (0.44072, 22-32) | (26) 18353
Output number: 7, Rank-4: (1) 169 | (2) 10608 | (3)1.59314/100 | (4) 255, 255 | (5) 44.6733 | (6) 471.425 | (7) 0.000135996 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 40.9524/100 | (15) 0 | (17) (255, 255) | (18) X | (19) (1094279, 246664) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 193.624 | (25) (33.5459, 45-64) | (26) 2265
Output number: 7, Rank-12: (1) 12 | (2) 7662 | (3)0.156617/100 | (4) 101, 101 | (5) 27.4406 | (6) 503.193 | (7) 0.000131465 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.0635/100 | (15) 0 | (17) (101, 101) | (18) X | (19) (756064, 114391) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 37.1323 | (25) (0.447, 13-77) | (26) 20744
Output number: 7, Rank-5: (1) 74 | (2) 7288 | (3)1.01537/100 | (4) 165, 165 | (5) 30.108 | (6) 493.584 | (7) 0.000105352 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.5079/100 | (15) 0 | (17) (165, 165) | (18) X | (19) (828103, 173280) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 60.9898 | (25) (0.5219, 11-34) | (26) 3987
Output number: 7, Rank-20: (1) 37 | (2) 2733 | (3)1.35382/100 | (4) 40, 40 | (5) 1121.82 | (6) 55.5802 | (7) 0.00018713 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 93.4127/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (338460, 46438) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1329.3 | (25) (33.8613, 74-69) | (26) 1
Output number: 7, Rank-176: (1) 0 | (2) 2181 | (3)0/100 | (4) 89, 89 | (5) 25.8435 | (6) 549.332 | (7) 0.000297797 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 45.6349/100 | (15) 0 | (17) (89, 89) | (18) X | (19) (712907, 105376) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.4366 | (25) (0.44644, 138-68) | (26) 30865
Output number: 7, Rank-139: (1) 7 | (2) 11167 | (3)0.0626847/100 | (4) 100, 100 | (5) 27.8848 | (6) 484.661 | (7) 0.000292456 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 40.6349/100 | (15) 0 | (17) (100, 100) | (18) X | (19) (769870, 113692) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.0972 | (25) (0.46165, 22-101) | (26) 26354
Output number: 7, Rank-50: (1) 76 | (2) 8234 | (3)0.923002/100 | (4) 168, 168 | (5) 30.4427 | (6) 531.658 | (7) 0.000192905 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 44.6032/100 | (15) 0 | (17) (168, 168) | (18) X | (19) (837527, 179463) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 61.3355 | (25) (0.48699, 56-33) | (26) 26990
Output number: 7, Rank-181: (1) 1 | (2) 483 | (3)0.207039/100 | (4) 95, 95 | (5) 27.6274 | (6) 503.592 | (7) 0.00025504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.1429/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (759059, 111625) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.5946 | (25) (0.44436, 140-86) | (26) 19886
Output number: 7, Rank-67: (1) 25 | (2) 8513 | (3)0.293669/100 | (4) 118, 118 | (5) 28.0203 | (6) 510.242 | (7) 0.000283038 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.6984/100 | (15) 0 | (17) (118, 118) | (18) X | (19) (765970, 128744) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 44.2554 | (25) (0.47099, 102-34) | (26) 91676
Output number: 7, Rank-109: (1) 0 | (2) 330 | (3)0/100 | (4) 93, 93 | (5) 27.2925 | (6) 515.245 | (7) 0.000145418 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0159/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (745383, 109881) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.5719 | (25) (0.45254, 136-65) | (26) 5600
Output number: 7, Rank-128: (1) 21 | (2) 7265 | (3)0.289057/100 | (4) 115, 115 | (5) 28.191 | (6) 491.467 | (7) 0.00022106 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.1905/100 | (15) 0 | (17) (115, 115) | (18) X | (19) (780203, 128356) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 39.4492 | (25) (0.43007, 11-109) | (26) 18636
Output number: 7, Rank-140: (1) 2 | (2) 8214 | (3)0.0243487/100 | (4) 92, 92 | (5) 25.5489 | (6) 503.765 | (7) 0.000219711 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.9841/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (724318, 104382) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.3177 | (25) (0.38202, 63-116) | (26) 8341
Output number: 7, Rank-51: (1) 1 | (2) 9647 | (3)0.0103659/100 | (4) 91, 91 | (5) 26.6375 | (6) 523.72 | (7) 0.000280493 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.6508/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (726180, 105469) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.5223 | (25) (0.46885, 61-21) | (26) 27099
Output number: 7, Rank-24: (1) 195 | (2) 8124 | (3)2.4003/100 | (4) 106, 106 | (5) 353.459 | (6) 372.627 | (7) 0.000155915 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 57.619/100 | (15) 0 | (17) (106, 106) | (18) X | (19) (1050286, 152579) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1223.79 | (25) (33.2163, 55-59) | (26) 1
